state,district,latitude,longitude,year,epi_week,disease_type,cases,deaths,weekly_precipitation,weekly_mean_temperature,LAI,clean_state,clean_dist,centroid_lat,centroid_lon,zonal_mean_pop_density,total_population,area_sq_km,population_density,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2010,24th week,Malaria,68,,0.2540483378,311.175,,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2011,25th week,Acute Diarrhoeal Disease,23,,0.02771473402,307.82,,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2011,25th week,Acute Diarrhoeal Disease,23,0.0,0.02771473402,307.82,,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2011,26th week,Acute Diarrhoeal Disease,82,0.0,0.02771473402,307.82,,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2011,35th week,Acute Diarrhoeal Disease,25,0.0,0.2521427967,,7.0,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2012,21st week,Acute Diarrhoeal Disease,25,,0.08289797767,312.8,3.0,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2012,51st week,Cholera,23,,9.79e-05,306.06,6.0,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2013,23rd week,Acute Diarrhoeal Disease,59,,0.1960967701,,2.0,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2013,32nd week,Acute Diarrhoeal Disease,34,2.0,0.03424359017,308.62,,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2014,26th week,Acute Diarrhoeal Disease,12,,0.00685651061,307.90500000000003,3.0,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2015,25th week,Acute Diarrhoeal Disease,71,,0.1592405045,313.15000000000003,5.0,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2016,22nd week,Acute Diarrhoeal Disease,11,,0.09720540554,312.5,4.0,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2021,8th week,Acute Diarrhoeal Disease,30,,3.87e-05,313.216,,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Anantapur,14.6546235,77.55625984,2021,9th week,Acute Diarrhoeal Disease,30,,3.87e-05,313.216,,ANDHRA PRADESH,ANANTAPUR,14.475092112716293,77.57084647774622,220.5049658571193,2935437.0,17513.39,167.611010775184,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,15th week,Acute Diarrhoeal Disease,14,,0.05093987381,310.872,7.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,15th week,Acute Diarrhoeal Disease,14,,0.05093987381,310.872,7.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,18th week,Acute Diarrhoeal Disease,30,,0.007357521231,309.85200000000003,7.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,18th week,Acute Diarrhoeal Disease,30,,0.007357521231,309.85200000000003,7.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,20th week,Acute Diarrhoeal Disease,37,,0.00232359264,310.656,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,20th week,Acute Diarrhoeal Disease,37,,0.00232359264,310.656,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,21st week,Acute Diarrhoeal Disease,44,,0.03387587434,309.925,11.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,21st week,Acute Diarrhoeal Disease,44,,0.03387587434,309.925,11.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,25th week,Acute Diarrhoeal Disease,18,,0.6040092342,,11.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,25th week,Acute Diarrhoeal Disease,18,,0.6040092342,,11.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,25th week,Acute Diarrhoeal Disease,7,3.0,0.2182012816,304.84000000000003,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,25th week,Acute Diarrhoeal Disease,7,3.0,0.2182012816,304.84000000000003,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,32nd week,Acute Diarrhoeal Disease,9,,0.0265531894,301.38,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,32nd week,Acute Diarrhoeal Disease,9,,0.0265531894,301.38,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,47th week,Acute Diarrhoeal Disease,12,,0.9832204595,298.865,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,47th week,Acute Diarrhoeal Disease,12,,0.9832204595,298.865,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,50th week,Acute Diarrhoeal Disease,12,,0.3034626315,299.42,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2010,50th week,Acute Diarrhoeal Disease,12,,0.3034626315,299.42,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2011,26th week,Acute Diarrhoeal Disease,51,,0.02659007207,307.488,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2011,26th week,Acute Diarrhoeal Disease,51,,0.02659007207,307.488,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2011,44th week,Acute Diarrhoeal Disease,45,0.0,0.72651644,,17.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2011,44th week,Acute Diarrhoeal Disease,45,0.0,0.72651644,,17.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2011,47th week,Acute Diarrhoeal Disease,43,0.0,0.03873107415,299.90000000000003,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2011,47th week,Acute Diarrhoeal Disease,43,0.0,0.03873107415,299.90000000000003,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2012,24th week,Acute Diarrhoeal Disease,21,1.0,0.08453240705,311.296,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2012,24th week,Acute Diarrhoeal Disease,21,1.0,0.08453240705,311.296,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2012,26th week,Acute Diarrhoeal Disease,24,,0.1251162156,309.0266666,11.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2012,26th week,Acute Diarrhoeal Disease,24,,0.1251162156,309.0266666,11.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2012,37th week,Acute Diarrhoeal Disease,70,1.0,0.1577177859,304.78000000000003,10.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2012,37th week,Acute Diarrhoeal Disease,70,1.0,0.1577177859,304.78000000000003,10.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,11th week,Chikungunya,12,,0.0001769088606,308.26,10.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,11th week,Chikungunya,12,,0.0001769088606,308.26,10.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,12th week,Acute Diarrhoeal Disease,21,,0.0009203180385,307.88,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,12th week,Acute Diarrhoeal Disease,21,,0.0009203180385,307.88,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,16th week,Acute Diarrhoeal Disease,16,,0.007145038897,313.072,8.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,16th week,Acute Diarrhoeal Disease,16,,0.007145038897,313.072,8.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,18th week,Acute Diarrhoeal Disease,44,,0.002548878307,311.956,7.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,18th week,Acute Diarrhoeal Disease,44,,0.002548878307,311.956,7.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,47th week,Acute Diarrhoeal Disease,15,,0.294202793,300.62,15.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,47th week,Acute Diarrhoeal Disease,15,,0.294202793,300.62,15.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,7th week,Acute Diarrhoeal Disease,82,,0.005553353091,304.9666666,8.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,7th week,Acute Diarrhoeal Disease,82,,0.005553353091,304.9666666,8.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,8th week,Acute Diarrhoeal Disease,29,,0.0006336637921,303.3566666,9.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2013,8th week,Acute Diarrhoeal Disease,29,,0.0006336637921,303.3566666,9.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2014,25th week,Acute Diarrhoeal Disease,19,,0.1034736358,309.17,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2014,25th week,Acute Diarrhoeal Disease,19,,0.1034736358,309.17,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2014,31st week,Acute Diarrhoeal Disease,14,,0.03713151105,304.98,8.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2014,31st week,Acute Diarrhoeal Disease,14,,0.03713151105,304.98,8.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2014,49th week,Acute Diarrhoeal Disease,22,2.0,0.001506591047,297.495,14.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2014,49th week,Acute Diarrhoeal Disease,22,2.0,0.001506591047,297.495,14.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,15th week,Acute Diarrhoeal Disease,18,,0.008543948554,310.95,7.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,15th week,Acute Diarrhoeal Disease,18,,0.008543948554,310.95,7.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,15th week,Acute Diarrhoeal Disease,82,,0.001338915891,313.108,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,15th week,Acute Diarrhoeal Disease,82,,0.001338915891,313.108,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,20th week,Acute Diarrhoeal Disease,23,,0.02483848363,308.93,6.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,20th week,Acute Diarrhoeal Disease,23,,0.02483848363,308.93,6.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,22nd week,Acute Diarrhoeal Disease,16,,0.1061365377,309.49,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,22nd week,Acute Diarrhoeal Disease,16,,0.1061365377,309.49,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,23rd week,Acute Diarrhoeal Disease,16,,0.1061365377,309.49,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,23rd week,Acute Diarrhoeal Disease,16,,0.1061365377,309.49,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,25th week,Acute Diarrhoeal Disease,55,1.0,0.48945949,306.42,14.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2015,25th week,Acute Diarrhoeal Disease,55,1.0,0.48945949,306.42,14.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2016,26th week,Acute Diarrhoeal Disease,75,1.0,0.4517175858,302.2,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2016,26th week,Acute Diarrhoeal Disease,75,1.0,0.4517175858,302.2,13.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2016,31st week,Acute Diarrhoeal Disease,11,,0.8138324845,304.45,15.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2016,31st week,Acute Diarrhoeal Disease,11,,0.8138324845,304.45,15.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2016,32nd week,Acute Diarrhoeal Disease,32,,0.001476693637,299.24666659999997,17.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2016,32nd week,Acute Diarrhoeal Disease,32,,0.001476693637,299.24666659999997,17.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2016,41st week,Acute Diarrhoeal Disease,12,,0.2775444993,302.16,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2016,41st week,Acute Diarrhoeal Disease,12,,0.2775444993,302.16,,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2016,4th week,Acute Diarrhoeal Disease,52,,0.05755587459,302.264,11.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2016,4th week,Acute Diarrhoeal Disease,52,,0.05755587459,302.264,11.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2017,12th week,Dengue,63,,0.0002700199809,306.12,8.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2017,12th week,Dengue,63,,0.0002700199809,306.12,8.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2018,7th week,Acute Diarrhoeal Disease,42,,0.09335975988,304.23,11.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2018,7th week,Acute Diarrhoeal Disease,42,,0.09335975988,304.23,11.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2019,25th week,Acute Diarrhoeal Disease,35,,0.01858787331,310.12,8.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittoor,13.1601048,79.15555062,2019,25th week,Acute Diarrhoeal Disease,35,,0.01858787331,310.12,8.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,Chittor,13.2178147,79.0929361,2011,32nd week,Acute Diarrhoeal Disease,29,0.0,0.06253562373,296.94,9.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2942678.0,11313.47,260.10392921004785,,
Andhra Pradesh,Chittor,13.2178147,79.0929361,2011,32nd week,Acute Diarrhoeal Disease,29,0.0,0.06253562373,296.94,9.0,ANDHRA PRADESH,CHITTOOR,13.456597359374607,79.00393766085182,287.9082856003238,2334489.0,1995.2960981210229,1169.9962738354454,,
Andhra Pradesh,East Godavari,16.99842865,81.71561488,2010,6th week,Acute Diarrhoeal Disease,25,,0.008943070151,300.535,13.0,ANDHRA PRADESH,EAST GODAVARI,17.18385316770024,82.00102148160275,501.19310836726856,3840324.0,6729.35,570.6827553924227,,
Andhra Pradesh,East Godavari,16.99842865,81.71561488,2011,41st week,Acute Diarrhoeal Disease,55,0.0,0.01923500463,304.14,18.0,ANDHRA PRADESH,EAST GODAVARI,17.18385316770024,82.00102148160275,501.19310836726856,3840324.0,6729.35,570.6827553924227,,
Andhra Pradesh,East Godavari,16.99842865,81.71561488,2012,28th week,Acute Diarrhoeal Disease,41,,0.8395909477,305.8,13.0,ANDHRA PRADESH,EAST GODAVARI,17.18385316770024,82.00102148160275,501.19310836726856,3840324.0,6729.35,570.6827553924227,,
Andhra Pradesh,East Godavari,16.99842865,81.71561488,2012,45th week,Acute Diarrhoeal Disease,224,,1.285813591,299.28000000000003,19.0,ANDHRA PRADESH,EAST GODAVARI,17.18385316770024,82.00102148160275,501.19310836726856,3840324.0,6729.35,570.6827553924227,,
Andhra Pradesh,East Godavari,16.99842865,81.71561488,2013,16th week,Acute Diarrhoeal Disease,30,,0.0006611923121,307.216,10.0,ANDHRA PRADESH,EAST GODAVARI,17.18385316770024,82.00102148160275,501.19310836726856,3840324.0,6729.35,570.6827553924227,,
Andhra Pradesh,East Godavari,16.99842865,81.71561488,2014,31st week,Acute Diarrhoeal Disease,110,,1.741450456,300.55,7.0,ANDHRA PRADESH,EAST GODAVARI,17.18385316770024,82.00102148160275,501.19310836726856,3840324.0,6729.35,570.6827553924227,,
Andhra Pradesh,East Godavari,16.99842865,81.71561488,2015,28th week,Acute Diarrhoeal Disease,29,,0.1025574804,302.88,16.0,ANDHRA PRADESH,EAST GODAVARI,17.18385316770024,82.00102148160275,501.19310836726856,3840324.0,6729.35,570.6827553924227,,
Andhra Pradesh,East Godavari,16.99842865,81.71561488,2015,41st week,Acute Diarrhoeal Disease,182,,0.7861790594,301.65500000000003,,ANDHRA PRADESH,EAST GODAVARI,17.18385316770024,82.00102148160275,501.19310836726856,3840324.0,6729.35,570.6827553924227,,
