state,district,latitude,longitude,year,epi_week,disease_type,cases,deaths,weekly_precipitation,weekly_mean_temperature,LAI,clean_state,clean_dist,centroid_lat,centroid_lon,zonal_mean_pop_density,total_population,area_sq_km,population_density,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
Jharkhand,Ranchi,23.3700501,85.3250387,2013,42nd week,Acute Diarrhoeal Disease,20,,0.9117285145,301.6,,JHARKHAND,RANCHI,23.331062053317773,85.36569400721044,609.2798600687519,2914253.0,4966.7357,586.7541935037937,,
Jharkhand,Ranchi,23.3700501,85.3250387,2014,36th week,Acute Diarrhoeal Disease,24,,0.7521532157,301.04,12.0,JHARKHAND,RANCHI,23.331062053317773,85.36569400721044,609.2798600687519,2914253.0,4966.7357,586.7541935037937,,
Jharkhand,Ranchi,23.3700501,85.3250387,2015,39th week,Dengue,169,,1.368249241,,11.0,JHARKHAND,RANCHI,23.331062053317773,85.36569400721044,609.2798600687519,2914253.0,4966.7357,586.7541935037937,,
Jharkhand,Ranchi,23.3700501,85.3250387,2016,30th week,Acute Diarrhoeal Disease,13,,1.453732408,,7.0,JHARKHAND,RANCHI,23.331062053317773,85.36569400721044,609.2798600687519,2914253.0,4966.7357,586.7541935037937,,
Jharkhand,Ranchi,23.3700501,85.3250387,2019,36th week,Acute Diarrhoeal Disease,13,,1.417752193,,11.0,JHARKHAND,RANCHI,23.331062053317773,85.36569400721044,609.2798600687519,2914253.0,4966.7357,586.7541935037937,,
Jharkhand,Ranchi,23.3700501,85.3250387,2019,45th week,Dengue And Chikungunya,16,,0.5888525573,299.335,,JHARKHAND,RANCHI,23.331062053317773,85.36569400721044,609.2798600687519,2914253.0,4966.7357,586.7541935037937,,
Jharkhand,Ranchi,23.3700501,85.3250387,2021,26th week,Acute Diarrhoeal Disease,8,,0.8343968076,302.925,14.0,JHARKHAND,RANCHI,23.331062053317773,85.36569400721044,609.2798600687519,2914253.0,4966.7357,586.7541935037937,,
Jharkhand,Ranchi,23.3700501,85.3250387,2022,22nd week,Acute Diarrhoeal Disease,21,,0.06576300589,308.388,8.0,JHARKHAND,RANCHI,23.331062053317773,85.36569400721044,609.2798600687519,2914253.0,4966.7357,586.7541935037937,,
Jharkhand,Simdega,22.6664325,84.55026791,2011,36th week,Acute Diarrhoeal Disease,18,0.0,1.267343351,298.68,10.0,JHARKHAND,SIMDEGA,22.577731812924984,84.55962042950965,160.83763548846238,599578.0,3752.6653,159.77390789421054,,
Jharkhand,Simdega,22.6664325,84.55026791,2012,23rd week,Acute Diarrhoeal Disease,22,3.0,6.95e-05,314.19333340000003,5.0,JHARKHAND,SIMDEGA,22.577731812924984,84.55962042950965,160.83763548846238,599578.0,3752.6653,159.77390789421054,,
Jharkhand,Simdega,22.6664325,84.55026791,2018,39th week,Acute Diarrhoeal Disease,20,,0.9224811358,298.43333340000004,10.0,JHARKHAND,SIMDEGA,22.577731812924984,84.55962042950965,160.83763548846238,599578.0,3752.6653,159.77390789421054,,
Jharkhand,Simdega,22.6664325,84.55026791,2018,39th week,Acute Diarrhoeal Disease,8,1.0,1.193618771,,6.0,JHARKHAND,SIMDEGA,22.577731812924984,84.55962042950965,160.83763548846238,599578.0,3752.6653,159.77390789421054,,
Karnataka,Bagalkot,16.1853166,75.6967919,2009,44th week,Acute Diarrhoeal Disease,210,10.0,0.006981012193,309.90000000000003,,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2009,47th week,Acute Diarrhoeal Disease,31,0.0,0.516517418,298.5,6.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2011,30th week,Acute Diarrhoeal Disease,12,0.0,0.451196074,306.12,,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2011,32nd week,Acute Diarrhoeal Disease,12,0.0,0.451196074,306.12,,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2013,32nd week,Acute Diarrhoeal Disease,19,,0.2559595711,302.85,4.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2014,23rd week,Acute Diarrhoeal Disease,163,,0.3390834177,312.5266666,5.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2015,39th week,Cholera,66,,0.7026356322,304.88,5.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2015,47th week,Malaria,650,,8.96e-05,312.856,9.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2016,26th week,Malaria,24,,0.5345282857,308.64,2.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2016,28th week,Chikungunya,11,,0.2048601581,305.63,3.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2017,16th week,Dengue,20,,9.12e-05,320.128,4.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2018,12th week,Chikungunya,32,,0.0837246015,314.5,5.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2018,39th week,Acute Diarrhoeal Disease,38,,0.2538451491,308.835,,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2018,41st week,Chikungunya,20,,0.123990867,297.92,3.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2018,42nd week,Chikungunya,13,,0.123990867,297.92,3.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2019,2nd week,Chikungunya,33,,9.99e-05,308.1733334,,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2019,49th week,Chikungunya,25,,0.005961262581,305.0,11.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2019,50th week,Dengue,27,,0.04237069448,304.6,12.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2021,37th week,Acute Diarrhoeal Disease,10,,0.4823008269,301.72,6.0,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bagalkot,16.1853166,75.6967919,2021,3rd week,Chikungunya,18,,5.22e-05,304.2133334,,KARNATAKA,BAGALKOT,16.21799570139493,75.62653448636341,289.1511447566526,1889752.0,6590.5134,286.7382076789344,,
Karnataka,Bangalore,12.9767936,77.590082,2010,16th week,Acute Diarrhoeal Disease,79,1.0,0.002262508157,314.1766666,6.0,KARNATAKA,BANGALORE,12.942294809649743,77.58682464409678,4449.247409475362,9621551.0,2206.3143,4360.915849568668,,
Karnataka,Bangalore,12.9767936,77.590082,2010,44th week,Acute Diarrhoeal Disease,16,,0.1479009716,299.84000000000003,11.0,KARNATAKA,BANGALORE,12.942294809649743,77.58682464409678,4449.247409475362,9621551.0,2206.3143,4360.915849568668,,
Karnataka,Bangalore,12.9767936,77.590082,2015,42nd week,Acute Diarrhoeal Disease,30,,0.4045233608,301.40000000000003,10.0,KARNATAKA,BANGALORE,12.942294809649743,77.58682464409678,4449.247409475362,9621551.0,2206.3143,4360.915849568668,,
Karnataka,Bangalore,12.9767936,77.590082,2018,22nd week,Acute Diarrhoeal Disease,54,,0.9432298712,302.356,,KARNATAKA,BANGALORE,12.942294809649743,77.58682464409678,4449.247409475362,9621551.0,2206.3143,4360.915849568668,,
Karnataka,Bangalore,12.9767936,77.590082,2019,51st week,Chikungunya,42,,0.4518235661,,,KARNATAKA,BANGALORE,12.942294809649743,77.58682464409678,4449.247409475362,9621551.0,2206.3143,4360.915849568668,,
Karnataka,Bangalore Rural,13.0010872,77.3361225,2016,22nd week,Chikungunya,19,,0.08964089824,308.035,9.0,KARNATAKA,BANGALORE RURAL,13.217761447378214,77.56624897401926,539.2908922024988,990923.0,2291.4203,432.449254290014,,
Karnataka,Bangalore Rural,13.0010872,77.3361225,2016,26th week,Acute Diarrhoeal Disease,24,,0.7653578634,,6.0,KARNATAKA,BANGALORE RURAL,13.217761447378214,77.56624897401926,539.2908922024988,990923.0,2291.4203,432.449254290014,,
Karnataka,Bangalore Rural,13.0010872,77.3361225,2017,28th week,Suspected Chikungunya,13,,0.2667103882,,,KARNATAKA,BANGALORE RURAL,13.217761447378214,77.56624897401926,539.2908922024988,990923.0,2291.4203,432.449254290014,,
Karnataka,Bangalore Rural,13.0010872,77.3361225,2019,26th week,Dengue,27,,0.3778528099,306.38,,KARNATAKA,BANGALORE RURAL,13.217761447378214,77.56624897401926,539.2908922024988,990923.0,2291.4203,432.449254290014,,
Karnataka,Bangalore Rural,13.0010872,77.3361225,2019,29th week,Dengue And Chikungunya,28,,0.08700888881,308.27,6.0,KARNATAKA,BANGALORE RURAL,13.217761447378214,77.56624897401926,539.2908922024988,990923.0,2291.4203,432.449254290014,,
Karnataka,Belgaum,15.8572666,74.5069343,2009,28th week,Acute Diarrhoeal Disease,10,0.0,0.3929388113,305.90000000000003,3.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2009,30th week,Acute Diarrhoeal Disease,28,0.0,1.910460109,,4.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2009,31st week,Acute Diarrhoeal Disease,86,0.0,1.261049388,295.6866666,5.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2009,32nd week,Acute Diarrhoeal Disease,53,0.0,0.2304774701,299.1,,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2009,38th week,Acute Diarrhoeal Disease,18,0.0,1.479555975,,,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2009,41st week,Acute Diarrhoeal Disease,16,0.0,1.870581771,,14.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2009,43rd week,Acute Diarrhoeal Disease,16,0.0,0.1356135379,299.68,21.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2010,10th week,Dengue,10,,0.001086491657,312.99333340000004,7.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2010,16th week,Chikungunya,55,,0.07287030204,314.62333340000004,,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2010,16th week,Acute Diarrhoeal Disease,52,,0.07287030204,314.62333340000004,,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2010,33rd week,Acute Diarrhoeal Disease,43,,1.474761356,296.74,2.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2010,36th week,Acute Diarrhoeal Disease,10,,0.9114885513,,5.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2010,39th week,Cholera,19,,0.4920265469,298.08,,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2010,40th week,Chikungunya,25,,0.6160425642,294.62,11.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,19th week,Acute Diarrhoeal Disease,21,0.0,0.04118482376,313.5433334,9.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,20th week,Acute Diarrhoeal Disease,24,0.0,0.04118482376,313.5433334,9.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,21st week,Cholera,35,0.0,0.04797721014,309.07,,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,22nd week,Chikungunya,27,0.0,0.6886999553,311.1733334,4.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,25th week,Acute Diarrhoeal Disease,14,,0.4702891641,299.12,7.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,25th week,Acute Diarrhoeal Disease,14,0.0,0.4702891641,299.12,7.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,32nd week,Acute Diarrhoeal Disease,17,0.0,0.8858002696,,9.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,34th week,Acute Diarrhoeal Disease,88,0.0,0.40841039,294.88,,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,44th week,Chikungunya,20,0.0,0.2800980786,303.328,19.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,44th week,Acute Diarrhoeal Disease,25,0.0,0.4107975024,302.372,21.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,50th week,Acute Diarrhoeal Disease,10,0.0,6.76e-05,305.28400000000005,18.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2011,51st week,Acute Diarrhoeal Disease,10,0.0,6.76e-05,305.28400000000005,18.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2012,18th week,Acute Diarrhoeal Disease,12,,0.1755570859,311.4266666,,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2012,22nd week,Acute Diarrhoeal Disease,50,,0.01659407463,313.996,9.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2012,28th week,Dengue,13,,1.05088295,303.36,6.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2012,31st week,Cholera,17,,0.5907845249,297.4866666,,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2012,42nd week,Cholera,151,2.0,0.0002997741897,304.0466666,20.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2012,4th week,Cholera,24,,7.39e-05,305.2666666,6.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2013,23rd week,Chikungunya,70,,0.2690983977,311.46,7.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2013,27th week,Acute Diarrhoeal Disease,13,,0.6168928176,301.93,7.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2013,50th week,Acute Diarrhoeal Disease,29,,5.7e-05,303.332,17.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2014,19th week,Acute Diarrhoeal Disease,11,,0.2383477363,313.42,,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2014,6th week,Chikungunya,25,,8.33e-05,303.955,,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2014,6th week,Acute Diarrhoeal Disease,32,,6.84e-05,306.1466666,7.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2015,27th week,Cholera,9,,0.6720285708,299.32,10.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Belgaum,15.8572666,74.5069343,2016,5th week,Dengue,5,,5.65e-05,308.964,6.0,KARNATAKA,BELGAUM,16.11776998406828,74.82789853003882,371.53381395010575,4779661.0,13391.132,356.92733071408753,,
Karnataka,Bidar,18.083333,77.333333,2009,25th week,Acute Diarrhoeal Disease,18,1.0,0.3957329304,313.48400000000004,2.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2009,30th week,Acute Diarrhoeal Disease,28,0.0,0.5114891179,303.44,3.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2010,23rd week,Acute Diarrhoeal Disease,45,,0.0241116297,318.66400000000004,,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2010,40th week,Acute Diarrhoeal Disease,12,,0.9286082083,301.46,,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,11th week,Chikungunya,56,0.0,0.0670010289,307.48,4.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,15th week,Chikungunya,5,0.0,6.16e-05,321.708,3.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,16th week,Chikungunya,10,0.0,0.0363195253,317.8166666,3.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,23rd week,Acute Diarrhoeal Disease,27,0.0,0.478677691,308.764,,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,23rd week,Acute Diarrhoeal Disease,16,0.0,0.5339662319,308.185,2.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,24th week,Dengue,34,0.0,0.3246234474,312.12,3.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,29th week,Acute Diarrhoeal Disease,78,1.0,0.6174244665,303.93,,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,34th week,Chikungunya,26,0.0,0.4304283882,306.8,,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,34th week,Cholera,6,0.0,0.6063773991,,3.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,36th week,Acute Diarrhoeal Disease,41,0.0,0.609214289,299.71,10.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,39th week,Acute Diarrhoeal Disease,10,0.0,0.04803837238,307.325,11.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,41st week,Acute Diarrhoeal Disease,15,0.0,0.2886805275,305.92,,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,42nd week,Acute Diarrhoeal Disease,15,0.0,0.2886805275,305.92,,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,44th week,Acute Diarrhoeal Disease,69,0.0,0.0120044286,308.37,11.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2011,6th week,Acute Diarrhoeal Disease,72,0.0,4.47e-05,310.09000000000003,4.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2012,26th week,Cholera,23,,0.08780226221,312.3666666,1.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2012,28th week,Acute Diarrhoeal Disease,30,2.0,0.2204643485,309.92,,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2012,29th week,Cholera,19,,0.9841975524,,3.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2012,29th week,Acute Diarrhoeal Disease,17,,0.1992852796,306.73,2.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2013,27th week,Acute Diarrhoeal Disease,17,,0.6173556021,,,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2013,29th week,Acute Diarrhoeal Disease,18,,0.9377480503,304.32,,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2013,30th week,Acute Diarrhoeal Disease,18,,1.274581416,304.32,2.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2013,31st week,Cholera,17,,0.7910202335,,6.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2013,43rd week,Acute Diarrhoeal Disease,20,,0.07444477377,304.095,13.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2014,37th week,Acute Diarrhoeal Disease,19,1.0,0.6419066108,301.61333340000004,10.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2015,11th week,Acute Diarrhoeal Disease,12,,0.1480944681,313.436,3.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2015,17th week,Cholera,22,,0.03635194456,319.99,3.0,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
Karnataka,Bidar,18.083333,77.333333,2015,28th week,Cholera,24,,0.02185066896,310.74666659999997,,KARNATAKA,BIDAR,17.95022208409296,77.22350402305375,312.0577963968769,1703300.0,5503.2737,309.5066850845525,,
